urlID,Name,Career_length,Career_WS/48,Career_OBPM,Career_DBPM,Career_BPM,Career_VORP,Draft_pick,Undrafted,Retired,Rookie_age,Guard1,Forward1,Center1,G1,MP1,PER1,TS1,3PAr1,FTr1,ORB%1,DRB%1,TRB%1,AST%1,STL%1,BLK%1,TOV%1,USG%1,OWS1,DWS1,WS1,WS/48_1,OBPM1,DBPM1,BPM1,VORP1,Guard2,Forward2,Center2,G2,MP2,PER2,TS2,3PAr2,FTr2,ORB%2,DRB%2,TRB%2,AST%2,STL%2,BLK%2,TOV%2,USG%2,OWS2,DWS2,WS2,WS/48_2,OBPM2,DBPM2,BPM2,VORP2
baileja01,James Bailey,9,0.061000000000000006,-2.9111111111111105,0.1222222222222222,-2.7666666666666666,-0.10000000000000002,6,0,1,22,0,1,0,67,726,12.3,0.495,0,0.373,10.2,18.3,14.3,5.3,1.4,4.1,20,21.4,-0.4,1.4,1,0.063,-4.5,0.9,-3.5,-0.3,0,1,0,82,2539,14.5,0.546,0.002,0.406,8.5,17.6,13.1,5.8,1.4,3.1,17.3,20.3,1.4,3.6,4.9,0.094,-1.3,1.2,-0.1,1.2
batesbi01,Billy Ray Bates,4,0.097,0.9250000000000003,-2.475,-1.6,0.02500000000000001,47,0,1,23,1,0,0,16,235,24.1,0.552,0.13,0.267,6,7.6,6.8,23.8,2.9,0.5,10.9,32,0.7,0.3,0.9,0.188,5.4,-2.1,3.3,0.3,1,0,0,77,1560,19.3,0.537,0.06,0.221,4.9,6,5.5,19,2.4,0.2,13.1,28.9,2.4,1.2,3.6,0.111,1.9,-2.5,-0.7,0.5
birdla01,Larry Bird*,13,0.19515384615384612,4.276923076923077,2.3076923076923075,6.592307692307691,6.123076923076921,6,0,1,23,0,1,0,82,2955,20.5,0.538,0.098,0.246,8.3,23.6,16,18.5,2.3,1,14,25.3,5.6,5.6,11.2,0.182,2.7,2.6,5.3,5.4,0,1,0,82,3239,19.9,0.528,0.049,0.218,7,23.8,15.7,20.4,2.4,1.1,14.9,24.3,4.7,6.1,10.8,0.16,2.1,3,5.1,5.8
bostola01,Lawrence Boston,1,0.075,-2.3,-2.4,-4.7,-0.1,81,0,1,23,0,1,0,13,125,12.6,0.485,0,0.25,15.1,16.2,15.7,2.3,1.5,0.8,12.2,20.7,0.1,0.1,0.2,0.075,-2.3,-2.4,-4.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
bradldu01,Dudley Bradley,9,0.06988888888888889,-1.8444444444444446,1.9333333333333331,0.08888888888888882,0.7333333333333335,13,0,1,22,1,0,0,82,2027,13.5,0.502,0.008,0.286,3.4,8.1,5.7,15.9,4.8,1.3,19.5,16.3,0.2,2.9,3.1,0.073,-1.5,2.2,0.7,1.4,1,0,0,82,1867,13.7,0.515,0.029,0.318,4,7.4,5.6,13.6,4.7,1.1,16.1,16.3,1,2.9,3.9,0.1,-0.4,2.3,1.9,1.8
cartwbi01,Bill Cartwright,15,0.10533333333333333,-1.2933333333333332,-0.04000000000000003,-1.3333333333333333,0.7133333333333333,3,0,1,22,0,0,1,82,3150,17.9,0.608,0,0.466,6.6,18.6,12.6,7,0.7,1.7,13.2,20.6,7.7,2.1,9.7,0.148,1.5,-0.9,0.6,2.1,0,0,1,82,2925,18.4,0.611,0.001,0.463,6.1,18.3,12,5.6,0.8,1.6,12.9,21.5,6.9,3.1,10,0.164,1.2,-0.7,0.5,1.8
cookje01,Jeff Cook,8,0.08087499999999999,-2.125,1.1624999999999999,-1.0,0.5125000000000001,49,0,1,23,0,1,0,66,904,14.4,0.546,0.011,0.469,11.2,18,14.6,12.2,1.4,1.1,17.6,17.7,1.1,1.3,2.4,0.126,-0.8,0.6,-0.2,0.4,0,1,0,79,2192,11.2,0.491,0.008,0.252,8.7,14.7,11.7,11.8,1.7,1.4,17.6,14.8,0.6,3.8,4.5,0.098,-1.6,2.4,0.8,1.6
copelho01,Hollis Copeland,2,0.0405,-2.7,-1.4,-4.1,-0.05,46,0,1,24,0,1,0,75,1142,11,0.526,0.005,0.234,6.6,8.3,7.4,8.7,2.4,1.2,17.1,16.5,0.5,0.8,1.2,0.052,-1.7,-0.4,-2.1,0,,,,,,,,,,,,,,,,,,,,,,,,,
coughjo01,John Coughran,1,-0.086,-6.5,-2.6,-9.1,-0.3,74,0,1,28,0,1,0,24,160,6,0.39,0.111,0.173,1.3,12.1,6.5,10.6,2.1,0.4,13,25.8,-0.4,0.1,-0.3,-0.086,-6.5,-2.6,-9.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,
crosbte01,Terry Crosby,1,-0.051,-8.3,-4.9,-13.3,-0.1,62,0,1,23,1,0,0,4,28,3.5,0.615,0,0.5,0,4,1.9,30,0,0,50.6,14.1,0,0,0,-0.051,-8.3,-4.9,-13.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
cummipa01,Pat Cummings,12,0.08108333333333335,-1.9833333333333334,-1.1916666666666667,-3.183333333333333,-0.09166666666666663,59,0,1,23,0,0,1,71,900,15.3,0.552,0,0.332,10.1,18.4,14.4,8.2,1.1,1,14.9,22,1.2,1.2,2.5,0.131,-0.8,-1.2,-2,0,0,0,1,74,1084,15.2,0.57,0.004,0.304,10.2,19.4,14.9,8,1.3,1,17.9,23,1,1.7,2.7,0.121,-1,-1.1,-2.1,0
dawkipa01,Paul Dawkins,1,-0.009,-2.8,-1.6,-4.4,-0.5,185,0,1,22,0,1,0,57,776,11,0.492,0.017,0.16,6.6,12,9.4,14.8,2.1,0.7,19.1,22,-0.5,0.4,-0.1,-0.009,-2.8,-1.6,-4.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
deanegr01,Greg Deane,1,-0.07,-5.9,-3.8,-9.7,-0.1,67,0,1,22,1,0,0,7,48,4.5,0.355,0.091,0.636,5.1,9.4,7.3,15.4,0,0,17.6,15.3,-0.1,0,-0.1,-0.07,-5.9,-3.8,-9.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
demicla01,Larry Demic,3,0.020666666666666667,-3.6666666666666665,-1.3333333333333333,-4.966666666666667,-0.7000000000000001,9,0,1,22,0,1,0,82,1872,7.4,0.468,0,0.347,11.2,16.9,14.1,4.1,1.3,0.9,21.6,16,-1.4,1.3,-0.1,-0.002,-3.8,-0.9,-4.7,-1.3,0,1,0,76,964,10.4,0.533,0.008,0.362,13,15.8,14.4,3.9,0.6,0.8,16.5,14.8,0.8,0.8,1.6,0.081,-2,-1.6,-3.6,-0.4
duerote01,Terry Duerod,4,-0.0085,-3.325,-2.875,-6.225,-0.37500000000000006,48,0,1,23,1,0,0,67,1331,11.7,0.498,0.089,0.11,2.3,5.5,3.9,12.4,1.4,0.4,11.2,20.4,0.6,0.2,0.7,0.026,-1.5,-3.3,-4.8,-1,0,0,0,50,451,13.8,0.49,0.068,0.175,4.2,7,5.5,13.3,1.8,0.5,12.2,26.4,0,0.2,0.2,0.018,-1.6,-3.1,-4.7,-0.3
evansea01,Earl Evans,1,0.015,-2.2,-2.1,-4.3,-0.2,157,0,1,24,0,1,0,36,381,10.3,0.495,0.129,0.3,7.1,13.6,10.3,12.9,1.6,0.1,18.5,19.6,-0.1,0.2,0.1,0.015,-2.2,-2.1,-4.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,
evansmi01,Mike Evans,9,0.04011111111111112,-1.4666666666666668,-2.266666666666667,-3.7666666666666666,-0.4,21,0,1,24,1,0,0,79,1246,9.8,0.485,0.091,0.183,2.5,6.6,4.6,22.8,2.1,0.4,20.3,19.1,-0.4,0.5,0.1,0.004,-2.2,-2.3,-4.5,-0.8,1,0,0,71,911,11.1,0.501,0.048,0.22,2.7,7.7,5.3,23.1,1.7,0.2,18.4,16.8,0.6,1,1.6,0.082,-2,-1.6,-3.6,-0.4
garlaga01,Gary Garland,1,0.02,-2.6,-0.9,-3.5,-0.4,30,0,1,22,1,0,0,78,1106,10.2,0.454,0.053,0.073,4.6,8.5,6.5,17.9,2.3,0.2,16.6,15.6,-0.2,0.7,0.5,0.02,-2.6,-0.9,-3.5,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,
greenda01,Dave Greenwood,12,0.08891666666666666,-1.5999999999999999,1.2833333333333334,-0.3166666666666667,1.1166666666666665,2,0,1,22,0,1,0,82,2791,16.2,0.541,0.007,0.396,9.2,21.6,15.6,9.8,1,2.6,14.5,21.1,3.5,3.1,6.5,0.112,-0.3,0.8,0.5,1.8,0,1,0,82,2710,16.6,0.528,0.002,0.293,10.7,19.4,15.2,11.6,1.4,2.6,14.7,19.7,3.8,3.4,7.1,0.126,0.7,1.4,2.1,2.8
hamilro01,Roy Hamilton,2,-0.07150000000000001,-6.0,-8.25,-14.25,-0.55,10,0,1,22,1,0,0,72,1116,9.1,0.472,0.007,0.523,4.2,5.9,5,21,1.9,0.2,25.1,16.2,-0.7,0.3,-0.4,-0.016,-3.6,-2.1,-5.7,-1.1,1,0,0,1,5,10.4,0.387,0,0.667,43.4,21.8,32.6,0,0,0,20.5,38.7,0,0,0,-0.127,-8.4,-14.4,-22.8,0
hendege01,Gerald Henderson,13,0.07607692307692307,-0.7076923076923076,-1.0615384615384615,-1.7846153846153843,0.33076923076923076,64,0,1,24,1,0,0,76,1061,12.7,0.539,0.016,0.338,3.9,4.8,4.4,19,2,0.8,19.9,20.5,0.5,1.2,1.7,0.078,-1.5,-0.9,-2.4,-0.1,1,0,0,82,1608,10.4,0.491,0.028,0.271,3.2,6.1,4.7,17.8,2.3,0.4,19.8,20.5,-0.6,1.8,1.3,0.037,-2.5,-0.6,-3.2,-0.5
highjo01,Johnny High,4,0.03975,-3.4250000000000003,2.475,-0.95,0.30000000000000004,24,0,1,22,1,0,0,82,1121,10.1,0.51,0.022,0.551,6.9,10,8.5,13.7,2.9,0.7,23.5,18.6,-0.5,1.6,1.1,0.047,-2.8,1.1,-1.7,0.1,1,0,0,81,1750,10.8,0.489,0.042,0.458,5.7,8.6,7.2,15,3.4,0.8,21.4,19.6,-0.8,3.3,2.5,0.069,-2.5,1.9,-0.6,0.6
hollabr01,Brad Holland,3,0.026666666666666672,-3.6666666666666665,-1.2333333333333332,-4.8999999999999995,-0.20000000000000004,14,0,1,23,1,0,0,38,197,14.3,0.477,0.144,0.154,2.4,6.6,4.7,14.8,3.5,0.3,10.5,25.2,0.1,0.2,0.3,0.081,-1.6,-2.4,-4,-0.1,1,0,0,41,295,9.8,0.49,0.027,0.441,3.5,6.9,5.3,9.8,3.3,0.2,19,22.3,-0.2,0.4,0.1,0.024,-4.3,-1.2,-5.4,-0.3
hubbaph01,Phil Hubbard,10,0.0823,-0.78,-0.49000000000000005,-1.27,0.5200000000000001,15,0,1,23,0,1,0,64,1189,13.7,0.534,0.004,0.488,10,18.4,14.1,7.9,1.8,0.4,18,21.6,0.7,0.9,1.6,0.064,-1.6,-1.7,-3.3,-0.4,0,1,0,80,2289,15.4,0.544,0.003,0.484,11.3,18.9,14.9,10.4,1.7,0.5,17.7,22.9,1.8,2.7,4.5,0.094,0,-0.2,-0.2,1
hustoge01,Geoff Huston,8,0.0285,-2.2249999999999996,-3.875,-6.075,-0.8375,50,0,1,22,1,0,0,71,923,7,0.425,0.071,0.158,1.6,5.2,3.4,20,1.9,0.3,22.1,13.8,-0.7,0.3,-0.3,-0.017,-4.5,-2.4,-6.9,-1.1,1,0,0,81,2434,13.4,0.518,0.005,0.225,2,4.5,3.2,25.1,1.2,0.2,14.7,20.7,1.7,0,1.7,0.034,-0.3,-3.3,-3.6,-1
jeelaab01,Abdul Jeelani,2,0.1055,-0.19999999999999996,-0.9,-1.0999999999999999,0.3,50,0,1,25,0,1,0,77,1286,18.7,0.563,0.011,0.361,9.6,13.5,11.5,11.6,1.5,1.8,15.2,24.6,2.3,1.5,3.8,0.141,1,-0.8,0.2,0.7,0,1,0,66,1108,15.5,0.515,0.002,0.5,8.2,15.7,11.8,9.2,1.9,1.6,13.9,23.5,0.8,0.8,1.6,0.07,-1.4,-1,-2.4,-0.1
johnsch02,Cheese Johnson,1,-0.033,-5.0,-4.7,-9.7,-0.1,54,0,1,22,0,1,0,9,53,9.4,0.419,0,0.167,12.1,17.2,14.6,5.7,0.9,0,11,28.1,-0.1,0,0,-0.033,-5,-4.7,-9.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
johnsma02,Magic Johnson*,13,0.2220769230769231,5.5307692307692315,1.5230769230769232,7.038461538461538,5.953846153846153,1,0,1,20,1,0,0,77,2795,20.6,0.602,0.033,0.487,7.1,15.4,11.6,25.2,3.1,0.8,20.9,20.9,6.2,4.3,10.5,0.18,3.3,2.2,5.5,5.3,1,0,0,37,1371,25.7,0.582,0.029,0.383,8.5,16.4,12.7,31.8,4.3,1,17.2,24.3,3.8,2.6,6.4,0.225,5.7,3.6,9.2,3.9
johnsvi01,Vinnie Johnson,13,0.09307692307692307,0.4000000000000001,-0.2769230769230769,0.10769230769230768,1.1769230769230772,7,0,1,23,1,0,0,38,325,10.9,0.458,0.009,0.339,6.1,11.7,8.9,21.9,2.8,0.7,24.1,21.1,-0.3,0.5,0.2,0.031,-3.7,0.9,-2.8,-0.1,1,0,0,81,2311,16.8,0.583,0.006,0.344,9.4,8,8.7,22.2,1.6,0.5,19.3,19.7,4,1.9,5.9,0.122,2.6,0.1,2.6,2.7
jonesma01,Major Jones,6,0.05966666666666667,-2.4833333333333334,0.06666666666666665,-2.433333333333333,-0.08333333333333333,20,0,1,26,0,1,0,82,1545,10.3,0.498,0.008,0.276,10.2,17.2,13.6,5.6,1.5,2.4,20.3,14.1,-0.1,1.4,1.3,0.041,-2.4,1,-1.4,0.2,0,1,0,68,1003,10.3,0.503,0.004,0.401,10.6,15.5,13,5.2,0.9,1.3,16.1,14.3,0.5,0.8,1.2,0.06,-2,-0.3,-2.4,-0.1
kelsegr01,Greg Kelser,6,0.053333333333333344,-1.4333333333333333,-0.2333333333333333,-1.6333333333333335,0.31666666666666665,4,0,1,22,0,1,0,50,1233,16.1,0.52,0.025,0.342,10.5,13.1,11.8,12.6,2.2,1.4,17,25.7,0.6,0.9,1.4,0.056,0.1,-0.9,-0.7,0.4,0,1,0,25,654,11.8,0.464,0.007,0.372,8.9,12.6,10.7,10.8,2.5,2.6,19,25.3,-0.9,0.9,0,-0.002,-3.3,0.8,-2.4,-0.1
kiffiir01,Irv Kiffin,1,-0.128,-7.6,-1.8,-9.4,-0.4,Undrafted,1,1,28,0,1,0,26,212,3.7,0.383,0,0.26,6.2,13.9,10.1,10.9,2.1,0.5,21.9,24.5,-0.7,0.1,-0.6,-0.128,-7.6,-1.8,-9.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,
kilpaca01,Carl Kilpatrick,1,0.225,-5.0,-12.1,-17.1,0.0,158,0,1,23,0,0,1,2,6,22.7,0.521,0,1,20.3,56.3,39,0,0,0,0,20.6,0,0,0,0.225,-5,-12.1,-17.1,0,,,,,,,,,,,,,,,,,,,,,,,,,
kingre01,Reggie King,6,0.09366666666666668,-1.2833333333333334,1.1333333333333333,-0.1166666666666667,1.1833333333333333,18,0,1,22,0,1,0,82,2052,13.5,0.565,0.002,0.439,9.3,20.7,14.8,6.6,1.6,0.9,14.4,13.5,2.8,3.4,6.2,0.146,-0.6,2,1.5,1.8,0,1,0,81,2743,16.9,0.583,0,0.445,9.6,22.2,15.9,6.1,1.8,0.9,13.7,18.1,4.4,3.9,8.3,0.145,0.5,1.1,1.6,2.5
kramear01,Arvid Kramer,1,-0.102,-7.6,-0.7,-8.3,-0.1,45,0,1,23,0,0,1,8,45,6.6,0.35,0,0.091,13.6,14.2,13.9,9.3,0,6,17.9,24.3,-0.1,0,-0.1,-0.102,-7.6,-0.7,-8.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
leaveal01,Allen Leavell,10,0.0804,-0.4800000000000001,-1.44,-1.9200000000000004,0.35000000000000003,104,0,1,22,1,0,0,77,2123,15.1,0.56,0.029,0.337,2.9,6.8,4.8,26.3,2.8,0.7,21.4,17.8,2.6,1.4,4,0.091,0.6,-0.5,0.1,1.1,1,0,0,79,1686,13.9,0.523,0.031,0.272,2,6.9,4.4,30.4,2.7,0.5,23.5,19.3,0.5,1.4,1.9,0.055,-1.1,-1.1,-2.2,-0.1
mackol01,Ollie Mack,3,0.029,-1.8333333333333333,-1.3999999999999997,-3.233333333333333,-9.25185853854297e-18,25,0,1,22,1,0,0,50,681,10.9,0.528,0.025,0.256,5.5,6.1,5.8,10.4,1.7,0.2,13.6,15.3,0.6,0.4,1,0.067,-1.1,-1.3,-2.4,-0.1,1,0,0,65,1682,12.8,0.483,0.015,0.206,6,9.7,7.8,15.1,1.6,0.2,9.6,18.2,1.1,0.5,1.6,0.046,-0.3,-1,-1.3,0.3
malovst01,Steve Malovic,1,0.027,-3.0,-0.7,-3.7,-0.2,149,0,1,23,0,1,0,39,445,7.2,0.507,0,0.403,8.4,12.3,10.3,6.9,0.8,0.7,22.6,9,0.1,0.1,0.3,0.027,-3,-0.7,-3.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,
mokespa01,Paul Mokeski,12,0.05675,-3.850000000000001,0.4249999999999999,-3.416666666666666,-0.125,42,0,1,23,0,0,1,12,113,4.4,0.392,0,0.273,13.3,15.1,14.2,2.2,0.4,3,21.3,16.4,-0.2,0.1,-0.1,-0.041,-6.1,-1.6,-7.7,-0.2,0,0,1,80,1815,10.3,0.52,0.002,0.437,8.5,18.8,13.4,10.7,1,2.4,22.7,15.7,-0.4,2.1,1.7,0.046,-3,1.3,-1.7,0.1
moncrsi01,Sidney Moncrief,11,0.17309090909090907,2.709090909090909,0.36363636363636365,3.072727272727273,3.0818181818181816,5,0,1,22,1,0,0,77,1557,15.9,0.564,0.002,0.647,11.1,12.5,11.8,10.7,2.2,0.6,16.8,17.8,2.8,2,4.9,0.15,0.9,0.7,1.7,1.4,1,0,0,80,2417,18,0.614,0.012,0.539,8.8,9.8,9.3,14.1,1.7,0.9,13.7,17.2,6.9,2.9,9.9,0.196,3.3,0.6,3.9,3.6
nattca01,Calvin Natt,11,0.128,0.6090909090909089,-0.9727272727272727,-0.34545454545454535,1.3727272727272726,8,0,1,23,0,1,0,78,2857,17,0.524,0.007,0.323,8.8,16.7,12.7,9.1,1.6,0.7,11.8,23.2,3.5,3.7,7.1,0.12,0.5,-0.2,0.3,1.7,0,1,0,74,2111,14.8,0.541,0.01,0.356,7.7,14.6,11.1,10,1.6,0.5,15.1,20.3,2.2,2,4.2,0.095,-0.1,-0.4,-0.5,0.8
norrisy01,Sylvester Norris,1,-0.055,-6.8,0.2,-6.6,-0.2,63,0,1,22,0,0,1,17,189,3.3,0.438,0,0.14,5.8,18.3,12.2,3.6,0.7,3.3,29.4,12.9,-0.4,0.1,-0.2,-0.055,-6.8,0.2,-6.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,
paxsoji02,Jim Paxson,11,0.10454545454545454,0.5363636363636364,-1.718181818181818,-1.190909090909091,0.818181818181818,12,0,1,22,1,0,0,72,1270,9.1,0.443,0.048,0.196,2.1,7.4,4.7,15.9,1.8,0.2,15.7,19.1,-0.8,1.1,0.3,0.011,-3.6,-1.5,-5.2,-1,1,0,0,79,2701,16.9,0.564,0.027,0.227,3,5.5,4.3,15.3,2.4,0.2,9.8,19.6,5.6,2.1,7.7,0.136,2.2,-0.9,1.4,2.3
peckwi01,Wiley Peck,1,0.023,-3.2,-0.3,-3.5,-0.2,19,0,1,22,0,1,0,52,628,8.9,0.466,0.012,0.325,11.5,19.6,15.6,6.1,1.2,1.9,19.9,14.5,-0.2,0.5,0.3,0.023,-3.2,-0.3,-3.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,
pellosa01,Sam Pellom,4,0.04300000000000001,-4.7,-1.0999999999999999,-5.775,0.12500000000000003,Undrafted,1,1,28,0,1,0,44,373,9.4,0.45,0,0.278,8,18.5,13.2,6.8,1.6,1.9,12.9,15.2,0,0.6,0.7,0.084,-3.4,1.1,-2.3,0,0,1,0,77,1472,11.7,0.525,0.003,0.305,9.4,18.5,13.9,4.7,1.6,3.7,18.7,14.9,0.4,1.8,2.2,0.07,-2.5,1.6,-0.9,0.4
richacl01,Clint Richardson,8,0.06625,-1.5,-0.42499999999999993,-1.9249999999999998,0.0875,36,0,1,23,1,0,0,52,988,9.9,0.472,0.009,0.129,6.2,6.9,6.6,14.9,1.1,0.8,14.8,17.5,0.1,1,1.1,0.052,-2.2,-0.8,-3.1,-0.3,1,0,0,77,1313,12.2,0.526,0.002,0.233,7.4,7.2,7.3,15.6,1.3,0.4,17.7,19.1,0.8,1.6,2.4,0.087,-1,-0.5,-1.5,0.2
robincl01,Cliff Robinson,11,0.07054545454545456,-1.2545454545454546,-0.04545454545454544,-1.3181818181818181,0.3909090909090909,11,0,1,19,0,1,0,70,1661,17,0.506,0.005,0.291,10.8,20.7,15.8,9.3,1.7,1.1,12.7,25,1.1,2.5,3.6,0.104,-0.8,-0.5,-1.4,0.3,0,1,0,63,1822,17.9,0.521,0.001,0.232,7.3,22.9,14.9,9.8,1.5,1.6,13.4,29.5,0.4,2.1,2.5,0.065,-1,-1.1,-2.2,-0.1
spanaji01,Jim Spanarkel,5,0.10200000000000001,0.52,-0.7200000000000001,-0.2,0.68,16,0,1,22,1,0,0,40,442,10.7,0.545,0.013,0.425,6.9,6.1,6.5,15.9,1.3,0.7,23.9,21.6,0,0.5,0.4,0.048,-2.6,-1.6,-4.2,-0.2,0,1,0,82,2317,17.3,0.563,0.012,0.488,6.7,7.9,7.3,15.8,2.5,0.5,14.1,22.1,4.5,1.1,5.5,0.115,2.1,-0.5,1.6,2.1
toonebe01,Bernard Toone,1,-0.036,-5.6,-0.5,-6.0,-0.1,37,0,1,23,0,1,0,23,124,8.9,0.402,0.109,0.156,10.9,17.8,14.5,13.8,1.5,2.2,19,27.2,-0.3,0.2,-0.1,-0.036,-5.6,-0.5,-6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
willidu01,Duck Williams,1,-0.009,-3.2,-1.3,-4.4,-1.1,96,0,1,23,1,0,0,77,1794,8.6,0.464,0.023,0.116,1.4,5.3,3.5,14.1,2.7,0.3,16.4,15.6,-0.9,0.6,-0.3,-0.009,-3.2,-1.3,-4.4,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,
willisl01,Sly Williams,7,0.036571428571428574,-1.8857142857142857,-0.6142857142857142,-2.5142857142857147,0.6285714285714284,21,0,1,22,0,1,0,57,556,10.7,0.434,0.015,0.337,12.6,11.1,11.9,8.4,1.5,0.8,13.8,24.6,-0.4,0.3,-0.1,-0.006,-3.2,-3,-6.3,-0.6,0,1,0,67,1976,16.6,0.536,0.011,0.379,8.9,15.4,12,12.9,2.8,0.5,14.6,19.9,2.4,2.7,5.1,0.124,1,1.4,2.4,2.2
wilsobu01,Bubba Wilson,1,-0.064,-6.6,-0.9,-7.5,-0.2,101,0,1,24,1,0,0,16,143,2.1,0.308,0,0.24,4.5,8,6.2,10,0.7,0,22.4,10.3,-0.2,0,-0.2,-0.064,-6.6,-0.9,-7.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,
zenoto01,Tony Zeno,1,-0.16,-12.2,0.1,-12.1,-0.2,32,0,1,22,0,1,0,8,59,0.2,0.32,0,0.095,5.1,19.9,12.3,2.1,3.1,2.8,29.1,20.3,-0.3,0.1,-0.2,-0.16,-12.2,0.1,-12.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,
allumda01,Darrell Allums,1,-0.054,-5.9,0.4,-5.6,-0.2,103,0,1,22,0,1,0,22,276,5.3,0.385,0.015,0.328,7.6,19.7,13.4,12.5,0.9,1.7,23.1,15.1,-0.5,0.2,-0.3,-0.054,-5.9,0.4,-5.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,
blackno01,Norman Black,1,-0.133,-9.0,-3.2,-12.1,-0.1,Undrafted,1,1,23,1,0,0,3,28,1.9,0.296,0,0.8,0,8.8,4.2,10,1.7,0,6.9,21,-0.1,0,-0.1,-0.133,-9,-3.2,-12.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
brittda01,Dave Britton,1,0.093,-2.0,3.3,1.3,0.0,57,0,1,22,1,0,0,2,9,18,0.667,0,0,0,23.5,11.7,49.4,5.2,0,40,22.3,0,0,0,0.093,-2,3.3,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,
brookmi01,Michael Brooks,6,0.05916666666666667,-0.8333333333333334,0.3666666666666667,-0.5166666666666667,1.1833333333333336,9,0,1,22,0,1,0,82,2479,15.8,0.519,0.006,0.314,9.4,11.4,10.4,12.3,1.9,0.7,12.3,21.7,3.2,1.7,4.9,0.095,1.1,-0.1,1,1.9,0,1,0,82,2750,16.1,0.539,0.007,0.25,8.7,18.6,13.5,12.2,1.9,0.8,14.3,20.4,3.4,1.2,4.5,0.079,1,0,1,2.1
brownle02,Lewis Brown,1,-0.667,-24.9,-13.6,-38.4,0.0,69,0,1,25,0,0,1,2,5,-18.6,0.192,0,1.667,20.9,21.2,21,0,0,0,16.1,49.8,-0.1,0,-0.1,-0.667,-24.9,-13.6,-38.4,0,,,,,,,,,,,,,,,,,,,,,,,,,
brownri01,Rickey Brown,5,0.0514,-3.460000000000001,-0.76,-4.22,-0.54,13,0,1,22,0,0,1,45,580,10.9,0.531,0,0.13,9.8,22.1,15.9,4.8,0.7,1.4,15.3,13.8,0.5,0.4,0.9,0.075,-2.2,-1,-3.2,-0.2,0,0,1,82,1260,11.2,0.498,0,0.292,11.6,20.1,15.8,2,1.4,1.3,15.1,17.8,0.4,1.4,1.8,0.068,-3.1,-1.4,-4.6,-0.8
carrojo01,Joe Barry Carroll,10,0.06250000000000001,-1.9100000000000001,0.5599999999999999,-1.33,0.7400000000000002,1,0,1,22,0,0,1,82,2919,16.4,0.534,0.002,0.351,10.3,18.7,14.4,5.8,0.8,2.3,14.4,23,3.7,2,5.7,0.094,-0.1,-0.8,-0.9,0.8,0,0,1,76,2627,15.9,0.557,0.001,0.318,8.6,17.9,13.1,3.4,1.2,2.7,15.1,20.9,2.6,2.9,5.5,0.1,-0.8,0.2,-0.6,0.9
cartebu01,Butch Carter,6,0.02983333333333334,-2.4166666666666665,-1.95,-4.383333333333333,-0.15,37,0,1,22,0,1,0,54,672,10.7,0.521,0.04,0.385,5.8,4.7,5.2,9.9,1.6,0.1,14.8,20.2,0.5,0.5,0.9,0.067,-1.9,-2.5,-4.4,-0.4,1,0,0,75,1035,11.1,0.511,0.062,0.174,3.1,5.3,4.1,8.8,1.6,0.6,11.1,19.6,0.3,0.9,1.3,0.059,-2.2,-1.6,-3.8,-0.5
cartere01,Reggie Carter,2,0.013000000000000001,-3.45,-1.15,-4.6,-0.5,27,0,1,23,1,0,0,60,536,8.8,0.404,0.017,0.385,6.2,8.6,7.4,18.3,2,0.2,15.4,18.7,-0.4,0.5,0.1,0.01,-3.7,-1,-4.7,-0.4,1,0,0,75,923,9.4,0.479,0,0.286,4.3,7.6,5.9,18.5,1.9,0.4,19.8,17.6,-0.3,0.6,0.3,0.016,-3.2,-1.3,-4.5,-0.6
colliar01,Art Collins,1,-0.054,-5.1,-1.2,-6.3,-0.4,103,0,1,26,1,0,0,29,395,4.3,0.409,0.02,0.364,5.4,6.5,6,8.6,1.3,0.2,21.8,15.4,-0.6,0.2,-0.4,-0.054,-5.1,-1.2,-6.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,
