urlID,Name,Career_length,Career_WS/48,Career_OBPM,Career_DBPM,Career_BPM,Career_VORP,Draft_pick,Undrafted,Retired,Rookie_age,Guard1,Forward1,Center1,G1,MP1,PER1,TS1,3PAr1,FTr1,ORB%1,DRB%1,TRB%1,AST%1,STL%1,BLK%1,TOV%1,USG%1,OWS1,DWS1,WS1,WS/48_1,OBPM1,DBPM1,BPM1,VORP1,Guard2,Forward2,Center2,G2,MP2,PER2,TS2,3PAr2,FTr2,ORB%2,DRB%2,TRB%2,AST%2,STL%2,BLK%2,TOV%2,USG%2,OWS2,DWS2,WS2,WS/48_2,OBPM2,DBPM2,BPM2,VORP2
jacksra02,Randell Jackson,2,-0.0195,-4.9,-1.3499999999999999,-6.25,-0.15,Undrafted,1,1,23,0,1,0,27,271,11.6,0.467,0.065,0.296,12.6,10.6,11.6,5.2,0.6,3.1,17.6,25.2,-0.2,0.1,-0.1,-0.014,-4,-2.3,-6.4,-0.3,0,1,0,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.025,-5.8,-0.4,-6.1,0
jacobsa01,Sam Jacobson,3,0.13166666666666668,-1.4333333333333333,-4.1000000000000005,-5.533333333333332,-0.09999999999999999,26,0,1,23,1,0,0,2,12,20.6,0.68,0.2,0.4,0,28.6,14.6,0,0,0,14.5,25.8,0,0,0,0.185,-2.8,-8.9,-11.7,0,1,0,0,52,681,11.1,0.554,0.113,0.193,3.6,7.6,5.5,7.9,2.2,0.3,12.5,16.3,0.7,0.2,0.9,0.063,-1.7,-1.8,-3.5,-0.3
jamesje01,Jerome James,9,0.04422222222222221,-6.188888888888889,-0.6333333333333333,-6.811111111111111,-0.14444444444444446,36,0,1,23,0,0,1,16,42,11.5,0.41,0,0.5,15.1,27.5,21.3,4.2,2.4,9.1,23.5,38.9,-0.2,0.1,-0.1,-0.137,-12.5,0.3,-12.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
jamisan01,Antawn Jamison,16,0.10381249999999999,0.99375,-1.63125,-0.65,1.0875,4,0,1,22,0,1,0,47,1058,16.6,0.487,0.025,0.388,12.9,17.6,15.2,5.9,1.9,1.1,12.8,22.2,0.9,1.4,2.3,0.105,-1.1,0,-1.1,0.2,0,1,0,43,1556,16.7,0.496,0.009,0.275,10.9,13.5,12.1,10.9,1,0.7,11.8,26,1.1,0.3,1.4,0.043,0.2,-2.1,-1.9,0.1
jonesch03,Charles Jones,2,-0.005999999999999998,-2.55,-1.95,-4.5,-0.30000000000000004,Undrafted,1,1,23,1,0,0,29,476,6.5,0.407,0.496,0.179,2.1,8.6,5.2,15.5,2.1,0.8,17.9,16,-0.7,0.3,-0.4,-0.037,-4.5,-1.1,-5.6,-0.4,1,0,0,56,662,11.4,0.445,0.587,0.114,2.8,7.8,5.2,22.5,2.3,0.5,11.7,16,0.3,0.1,0.4,0.025,-0.6,-2.8,-3.4,-0.2
jonesda01,Damon Jones,11,0.08427272727272726,0.5454545454545454,-2.5090909090909093,-1.9727272727272727,0.2636363636363636,Undrafted,1,1,22,1,0,0,24,344,13.7,0.494,0.521,0.143,1.9,12.8,7.2,20.1,2,0,11.8,18.5,0.4,0.3,0.7,0.095,0.5,-2.2,-1.7,0,1,0,0,55,612,13.1,0.508,0.548,0.231,2.1,7.6,4.8,23.9,1.5,0.1,14.9,19.2,0.6,0.1,0.7,0.053,0.2,-3.9,-3.7,-0.3
kernejo01,Jonathan Kerner,1,-0.177,-12.2,-2.0,-14.2,0.0,Undrafted,1,1,24,0,0,1,1,5,-15.2,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,-0.177,-12.2,-2,-14.2,0,,,,,,,,,,,,,,,,,,,,,,,,,
kingge02,Gerard King,3,0.10133333333333334,-1.5,-0.10000000000000002,-1.6333333333333335,0.03333333333333335,Undrafted,1,1,26,0,1,0,19,63,13.6,0.525,0,1.286,11.4,13.5,12.5,10.2,1.7,1.1,15.4,19.1,0.1,0.1,0.2,0.166,-1.2,0.6,-0.7,0,0,1,0,62,1060,13.4,0.534,0,0.238,9,18.2,13.6,7.4,1.7,1,11.8,14.5,1.4,0.9,2.3,0.103,-0.7,0.3,-0.4,0.4
lafrera01,Raef LaFrentz,10,0.11989999999999998,-0.020000000000000018,0.69,0.6799999999999999,1.29,3,0,1,22,0,0,1,12,387,18.9,0.553,0.24,0.372,9.5,17.9,13.6,3.8,1.2,3.1,5.7,18.6,1.1,0.1,1.2,0.144,1.5,-1.7,-0.2,0.2,0,0,1,81,2435,16.3,0.512,0.208,0.268,7.5,21.2,14.3,6.5,0.9,5,8.9,19.3,2.9,3,5.9,0.116,-0.7,1.2,0.6,1.6
lewisra02,Rashard Lewis,16,0.10368749999999999,1.0812500000000003,-0.42500000000000004,0.6874999999999999,2.1312499999999996,32,0,1,19,0,1,0,20,145,4.5,0.404,0.115,0.269,10.2,9.7,9.9,4.6,3,0.5,25.6,24.4,-0.5,0.1,-0.4,-0.136,-7.8,-2.1,-9.9,-0.3,0,1,0,82,1575,16.5,0.543,0.212,0.217,8.7,14.7,11.7,7.3,2,1.6,11.2,19.6,2.4,1.7,4.1,0.125,0,-0.4,-0.4,0.6
lopezfe01,Felipe Lopez,4,0.032,-2.025,-1.025,-3.075,-0.2,24,0,1,24,1,0,0,47,1218,11.8,0.498,0.116,0.356,6.6,9.5,8,9.5,2.2,0.9,15.8,19.6,0.3,0.2,0.5,0.021,-1.4,-1.1,-2.5,-0.2,1,0,0,65,781,11.9,0.473,0.069,0.418,9,10,9.5,9.6,2.2,1.6,14.6,21.1,0,0.4,0.4,0.023,-2.5,-1.4,-3.9,-0.4
luety01,Tyronn Lue,11,0.07599999999999998,-0.10000000000000003,-3.1818181818181825,-3.2636363636363637,-0.22727272727272727,23,0,1,21,1,0,0,15,188,11.2,0.505,0.246,0.323,1.3,2.4,1.9,21.6,1.4,0,12.9,20.4,0.2,0,0.2,0.062,-0.6,-5.1,-5.7,-0.2,1,0,0,8,146,10.5,0.564,0.205,0.205,1.5,7.2,4.4,17.6,1.1,0,17.5,15.5,0.2,0.2,0.3,0.103,-1.6,-1.6,-3.2,0
marksse01,Sean Marks,11,0.038636363636363635,-5.754545454545454,-0.8545454545454544,-6.609090909090909,-0.15454545454545454,44,0,1,23,0,1,0,8,28,7.8,0.619,0,0.25,0,4.2,2.1,0,1.9,0,25.3,19.2,0,0,0,-0.036,-5.7,-4.6,-10.3,-0.1,0,1,0,5,12,9.7,0.515,0.167,0.667,0,19.3,9.3,0,4.3,5.9,27.9,39.7,0,0,0,-0.094,-13,-2.9,-15.8,0
mccarke01,Kelly McCarty,1,-0.238,-7.2,-17.5,-24.8,0.0,Undrafted,1,1,23,1,0,0,2,4,31.7,0.667,0,0,56,29.9,43.3,0,0,0,40,56.6,0,0,0,-0.238,-7.2,-17.5,-24.8,0,,,,,,,,,,,,,,,,,,,,,,,,,
mccoyje01,Jelani McCoy,8,0.04362500000000001,-5.325,0.32499999999999996,-5.0125,-0.125,33,0,1,21,0,0,1,26,331,21.1,0.704,0,0.553,9.3,18.3,13.8,2.2,1.8,4.5,9.6,14.3,1.1,0.3,1.4,0.201,0.7,-0.1,0.6,0.2,0,0,1,58,746,13.2,0.574,0,0.514,7.8,18.6,13.1,5,1,4.3,17.2,15.5,0.6,0.9,1.5,0.099,-3.4,0.9,-2.6,-0.1
mcleoro01,Roshown McLeod,3,0.009666666666666667,-3.5,-2.1333333333333333,-5.566666666666666,-0.5333333333333333,20,0,1,23,0,1,0,34,348,11.3,0.443,0.061,0.276,4.1,12.7,8.4,8.8,0.3,0.2,11.2,27.8,-0.1,0.4,0.3,0.035,-4.4,-3.2,-7.5,-0.5,0,1,0,44,860,9.1,0.438,0.039,0.211,5.2,12.4,8.8,10,1,0.4,14,21.7,-0.7,0.2,-0.4,-0.025,-3.8,-2.1,-5.9,-0.8
millebr01,Brad Miller,14,0.1464285714285714,0.5999999999999999,0.8785714285714287,1.4642857142857142,1.8142857142857143,Undrafted,1,1,22,0,0,1,38,469,21.2,0.651,0.014,0.739,9.2,19.8,14.7,9,1,2.8,14.9,21.7,1.6,0.5,2.1,0.22,1.1,-0.7,0.5,0.3,0,0,1,55,961,18.9,0.558,0.007,0.666,13.5,20.6,17.1,7.8,1.2,2.5,11.2,19.9,2.4,1.4,3.8,0.192,0,0.1,0,0.5
moblecu01,Cuttino Mobley,11,0.0808181818181818,0.49090909090909085,-0.7818181818181817,-0.3272727272727272,1.4,41,0,1,23,1,0,0,49,1456,12.2,0.537,0.365,0.272,1.9,6.7,4.5,13.7,1.6,1.1,14.8,17.2,1.6,0.8,2.3,0.077,-0.1,-0.9,-1,0.4,1,0,0,81,2496,16,0.545,0.287,0.347,2.7,10.1,6.5,14.3,1.8,0.8,13.7,23.9,3.6,1.6,5.2,0.099,1.1,-1.3,-0.3,1.1
mohamna01,Nazr Mohammed,18,0.0787777777777778,-3.888888888888889,-0.1666666666666667,-4.0555555555555545,-0.10555555555555557,29,0,1,21,0,0,1,26,121,10,0.41,0,0.5,17,18.6,17.8,3,2.2,2.6,19,23.7,-0.2,0.2,0,0.013,-6,-1.5,-7.5,-0.2,0,0,1,28,190,7,0.424,0,0.407,9.2,20.1,14.5,1.6,1.1,4.6,22,18.9,-0.4,0.3,-0.1,-0.016,-8.4,0.4,-8.1,-0.3
mooremi01,Mikki Moore,13,0.13723076923076924,-0.8846153846153846,-0.4461538461538463,-1.323076923076923,0.16153846153846152,Undrafted,1,1,23,0,0,1,2,6,35.7,1.064,0,2,0,20.5,10.2,0,0,0,0,14.9,0.1,0,0.1,0.527,6.6,-6.5,0.1,0,0,0,1,29,488,19.6,0.671,0,0.486,10.5,16.1,13.3,5.9,0.9,4.6,11.9,17.4,1.7,0.5,2.2,0.218,1.8,0.3,2.1,0.5
ndiayma01,Makhtar N'Diaye,1,0.026,-3.6,-1.7,-5.4,0.0,Undrafted,1,1,25,0,1,0,4,27,3.9,0.434,0,1,12.8,8.9,10.9,5.8,0,2.8,14.8,11.5,0,0,0,0.026,-3.6,-1.7,-5.4,0,,,,,,,,,,,,,,,,,,,,,,,,,
nesbyty01,Tyrone Nesby,4,0.061500000000000006,0.04999999999999993,-0.8000000000000002,-0.75,0.4,Undrafted,1,1,23,0,1,0,50,1288,17,0.543,0.237,0.328,4.9,11.5,8,11.3,3.2,1.2,10.3,18.2,2.7,0.4,3.1,0.117,2.4,-0.2,2.2,1.4,1,0,0,73,2317,12.6,0.487,0.307,0.209,3.8,9.6,6.6,9.1,1.7,0.9,9.3,21.1,1.1,0.2,1.3,0.027,-0.2,-2.2,-2.4,-0.2
nestera01,Rasho Nesterovic,12,0.09049999999999998,-2.125,1.3083333333333331,-0.8166666666666669,0.9249999999999999,17,0,1,22,0,0,1,2,30,3.5,0.311,0,0.167,10.4,20.2,14.9,5,0,0,7.2,20.3,-0.1,0,0,-0.049,-7.9,-3.9,-11.8,-0.1,0,0,1,82,1723,11,0.492,0.005,0.238,9,16.6,12.8,7.8,0.6,3.6,12.9,14.4,1,1.9,3,0.082,-2.3,1.2,-1.1,0.4
nowitdi01,Dirk Nowitzki,21,0.17566666666666664,2.371428571428572,-2.114710523095536e-17,2.3666666666666667,3.147619047619048,9,0,0,20,0,1,0,47,958,12.8,0.491,0.202,0.381,4.8,14.3,9.5,8.4,1.6,2,15.7,22.3,0.1,0.7,0.8,0.04,-2,-0.9,-2.9,-0.2,0,1,0,82,2938,17.5,0.564,0.274,0.311,3.8,15.6,9.7,10.9,1.1,1.6,10,21.2,6.1,1.9,8.1,0.132,2.3,-0.6,1.7,2.7
olowomi01,Michael Olowokandi,9,0.010555555555555556,-5.166666666666668,0.6888888888888889,-4.477777777777778,-0.9333333333333331,1,0,1,23,0,0,1,45,1279,11.8,0.445,0,0.296,10.5,23.2,16.5,3.4,1.1,3.2,15.9,19,-0.8,0.5,-0.3,-0.01,-4.1,-1,-5.1,-1,0,0,1,80,2493,10.4,0.467,0,0.25,8.4,21.4,14.7,2.6,0.7,3.8,17.4,18.1,-2.2,1.4,-0.8,-0.016,-5.4,-0.7,-6.2,-2.6
pattean01,Andrae Patterson,2,0.119,-0.7000000000000001,0.25000000000000006,-0.45,0.05,46,0,1,23,0,1,0,35,284,14.5,0.505,0.052,0.371,11,14.9,12.8,8.6,3.5,1.9,16.3,20.9,0.2,0.5,0.7,0.114,-1.6,1.1,-0.5,0.1,0,1,0,5,20,11.7,0.75,0,0,5.8,5.9,5.8,7.6,2.6,0,20,11.3,0,0,0.1,0.124,0.2,-0.6,-0.4,0
patteru01,Ruben Patterson,10,0.0933,-8.881784197001253e-17,-0.040000000000000015,-0.05,1.1800000000000002,31,0,1,23,0,1,0,24,144,14.3,0.503,0.118,0.608,14.1,10.3,12.2,2.2,1.8,1.5,15.7,24,0.1,0.1,0.2,0.07,-2.1,-3.7,-5.8,-0.1,0,1,0,81,2097,18.8,0.587,0.041,0.486,11.3,11.4,11.3,9.7,2.3,1.3,15.2,19.9,4.6,2.1,6.7,0.153,1.4,0.4,1.9,2.1
piercpa01,Paul Pierce,19,0.145,2.3526315789473684,0.3684210526315789,2.721052631578948,3.2315789473684204,10,0,1,21,0,1,0,48,1632,19.2,0.54,0.315,0.301,7.8,13.6,10.6,12.3,2.6,2.2,13.4,23.1,2.9,2,4.9,0.144,3,0.7,3.7,2.3,0,1,0,73,2583,19.8,0.55,0.255,0.409,3.5,14.6,8.7,14.6,3,1.8,12.1,24.8,5.2,3,8.2,0.152,2.8,0.6,3.4,3.5
shawca01,Casey Shaw,1,-0.498,-18.0,-9.7,-27.8,-0.1,37,0,1,23,0,0,1,9,14,-14.9,0.125,0,0,24.4,0,12.5,0,0,0,20,32.4,-0.1,0,-0.1,-0.498,-18,-9.7,-27.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
sheppje01,Jeffrey Sheppard,1,0.073,-2.6,-0.3,-2.9,0.0,Undrafted,1,1,24,1,0,0,18,185,8.7,0.447,0.179,0.333,3.8,10,7,15.5,0.9,0,13.5,13.2,0.1,0.2,0.3,0.073,-2.6,-0.3,-2.9,0,,,,,,,,,,,,,,,,,,,,,,,,,
simonmi01,Miles Simon,1,-0.289,-13.9,-1.6,-15.5,-0.1,42,0,1,23,1,0,0,5,19,-7.2,0.2,0.4,0,6,6.2,6.1,0,2.8,0,37.5,19.1,-0.1,0,-0.1,-0.289,-13.9,-1.6,-15.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
simsal01,Alvin Sims,1,-0.139,-4.2,-0.4,-4.6,0.0,Undrafted,1,1,24,1,0,0,4,25,10.9,0.451,0.1,0.5,13.7,4.7,9.3,34.2,4.3,0,33,33.6,-0.1,0,-0.1,-0.139,-4.2,-0.4,-4.6,0,,,,,,,,,,,,,,,,,,,,,,,,,
skinnbr01,Brian Skinner,14,0.03271428571428572,-4.735714285714286,0.23571428571428568,-4.4785714285714295,-0.06428571428571428,22,0,1,22,0,1,0,21,258,13.2,0.503,0,0.465,8.7,16,12.1,0.7,2.1,3.8,18.2,18.4,0,0.1,0.1,0.012,-4.5,-1.8,-6.3,-0.3,0,1,0,33,775,11.9,0.55,0,0.485,8.8,20.5,14.5,2.2,1.1,3.9,18.5,11.4,0.5,0.5,0.9,0.057,-3.8,0.3,-3.5,-0.3
stackry01,Ryan Stack,2,0.027499999999999997,-5.1,0.44999999999999996,-4.65,-0.15,48,0,1,23,0,1,0,18,199,9.7,0.513,0,0.541,12.3,9.5,10.9,4.3,0.6,4.5,16.4,13.4,0.2,0.1,0.4,0.086,-2.5,0.6,-1.9,0,0,1,0,25,198,4.6,0.413,0.02,0.529,8.4,17.1,12.7,3.8,1,4,21.3,17.5,-0.4,0.2,-0.1,-0.031,-7.7,0.3,-7.4,-0.3
stepavl01,Vladimir Stepania,6,0.03283333333333333,-5.083333333333333,0.25,-4.800000000000001,-0.3,27,0,1,22,0,0,1,23,313,11.3,0.445,0.024,0.32,9.8,17.9,13.8,6.9,1.7,5.5,18.3,25.3,-0.5,0.3,-0.1,-0.022,-6,0.2,-5.8,-0.3,0,0,1,30,202,6.7,0.395,0.076,0.456,11.3,14.3,12.7,2.3,2.5,3.8,18.8,25.5,-0.6,0.3,-0.3,-0.08,-8.6,-1.2,-9.8,-0.4
stojape01,Peja Stojakovic,13,0.13584615384615384,2.3846153846153846,-1.4,0.9846153846153846,1.8384615384615386,14,0,1,21,0,1,0,48,1025,13.5,0.496,0.477,0.198,4.4,10.2,7.4,10.8,2,0.4,11.6,19.1,1,0.7,1.7,0.081,0.2,-1.2,-1,0.2,0,1,0,74,1749,16.3,0.559,0.372,0.213,4.4,12.1,8.2,9.4,1.4,0.3,10.1,20.8,3.2,1.7,4.8,0.133,1.6,-1.2,0.4,1.1
sundobr01,Bruno Sundov,7,-0.097,-8.485714285714284,-4.071428571428571,-12.542857142857144,-0.14285714285714285,35,0,1,18,0,0,1,3,11,-8.8,0.286,0,0,0,0,0,16.8,0,0,12.5,33.4,-0.1,0,-0.1,-0.328,-13.3,-10.3,-23.5,-0.1,0,0,1,14,61,7.8,0.408,0,0.065,8.9,12.3,10.6,5.3,1.7,2.2,11.1,26,-0.1,0,-0.1,-0.05,-6.2,-2.8,-9,-0.1
traylro01,Robert Traylor,7,0.10700000000000001,-1.5714285714285714,1.9714285714285713,0.4428571428571428,0.5142857142857142,6,0,1,21,0,0,1,49,786,17,0.548,0.005,0.398,12.5,15.4,14,8.2,3.1,4.6,15.1,16.9,1.3,1.2,2.5,0.152,0.8,3.2,4.1,1.2,0,1,0,44,447,15.8,0.517,0.033,0.557,13.1,16.9,15,6.7,2.9,4.2,15.1,17.8,0.5,0.5,1,0.112,-0.8,1.4,0.6,0.3
wellsbo01,Bonzi Wells,10,0.088,-0.5399999999999998,0.74,0.16999999999999993,0.9200000000000002,11,0,1,22,0,1,0,7,35,26.3,0.555,0.15,0.9,13.7,15.9,14.8,21.3,1.5,2.1,17.7,44.4,0,0.1,0.1,0.103,3.7,-1.4,2.2,0,0,1,0,66,1162,17.3,0.54,0.11,0.269,8.3,10,9.2,14.9,3.2,0.8,15.3,25.2,1.3,1.8,3.1,0.13,1.1,0.5,1.6,1.1
wheelty01,Tyson Wheeler,1,1.367,39.8,-20.2,19.6,0.0,47,0,1,23,1,0,0,1,3,76.1,1.064,1,2,0,0,0,100,0,0,0,28.4,0.1,0,0.1,1.367,39.8,-20.2,19.6,0,,,,,,,,,,,,,,,,,,,,,,,,,
whiteja01,Jahidi White,7,0.0672857142857143,-4.114285714285715,-0.7000000000000001,-4.814285714285715,-0.37142857142857144,43,0,1,22,0,1,0,20,191,9.4,0.517,0,1.094,13.7,21.9,17.7,0.8,0.8,4.3,25.2,15.3,-0.1,0.2,0.2,0.039,-5.5,-1,-6.5,-0.2,0,0,1,80,1537,15.7,0.524,0,0.469,15,26.6,20.7,1.6,1,3.9,14.8,18.4,1.3,1.9,3.2,0.101,-2.7,-1.1,-3.8,-0.7
willija02,Jason Williams,12,0.07883333333333334,0.8333333333333334,-1.7,-0.8666666666666666,0.6583333333333333,7,0,1,23,1,0,0,50,1805,12.8,0.483,0.524,0.17,0.8,8.1,4.5,25.2,2.6,0,17.7,19.1,0.7,1.3,2.1,0.055,0.4,-1,-0.6,0.6,1,0,0,81,2760,11.6,0.477,0.519,0.175,0.8,7.9,4.3,30.7,2,0.2,22,20.3,-1.1,2.6,1.5,0.026,-0.6,-1.3,-1.9,0.1
willish01,Shammond Williams,7,0.12542857142857142,0.5999999999999999,-3.5857142857142854,-2.957142857142857,-0.05714285714285715,34,0,1,23,1,0,0,2,4,33.8,0.543,0,4,0,0,0,39.2,0,0,0,32.5,0,0,0,0.446,5.5,-10.7,-5.1,0,1,0,0,43,517,12.2,0.455,0.36,0.227,2.5,8.6,5.5,24.2,1.8,0,13.9,24.5,-0.1,0.3,0.2,0.02,-1.5,-3.2,-4.7,-0.4
wintetr01,Trevor Winter,1,0.202,-7.8,-4.0,-11.8,0.0,Undrafted,1,1,25,0,0,1,1,5,-4.3,,,,20.8,48.5,33.6,0,0,0,,0,0,0,0,0.202,-7.8,-4,-11.8,0,,,,,,,,,,,,,,,,,,,,,,,,,
youngko01,Korleone Young,1,0.28,11.4,-5.4,6.0,0.0,40,0,1,20,0,1,0,3,15,31.3,0.597,0.4,0.2,16.2,16.4,16.3,18.8,0,0,8.4,37.6,0.1,0,0.1,0.28,11.4,-5.4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,
alstora01,Rafer Alston,11,0.058454545454545453,-0.5363636363636366,-0.890909090909091,-1.4272727272727272,0.990909090909091,39,0,1,23,1,0,0,27,361,4.3,0.31,0.147,0.042,1.6,5.8,3.7,26.8,1.7,0,23.1,15.5,-0.7,0,-0.7,-0.095,-6,-3.4,-9.5,-0.7,1,0,0,37,288,12.1,0.429,0.357,0.155,1.6,10.6,6.1,34.6,2.4,0,18.2,17.2,0.1,0.2,0.3,0.055,-1.8,-2.7,-4.5,-0.2
atkinch01,Chucky Atkins,11,0.06372727272727273,0.1636363636363637,-2.8181818181818183,-2.690909090909091,0.09090909090909088,Undrafted,1,1,25,1,0,0,82,1626,14.4,0.489,0.22,0.179,1.3,7.1,4.2,30.9,1.6,0.1,15.1,24.3,1.1,1.3,2.4,0.072,0.4,-2.6,-2.3,-0.1,1,0,0,81,2363,12.2,0.481,0.356,0.137,1.2,6.7,3.9,24.3,1.4,0.1,12.9,21.2,1.2,1.6,2.8,0.057,0.4,-2.2,-1.8,0.1
averywi01,William Avery,3,-0.03866666666666667,-3.966666666666667,-3.3333333333333335,-7.266666666666666,-0.5333333333333333,14,0,1,20,1,0,0,59,484,6.7,0.391,0.348,0.199,1.9,7.8,4.8,26.2,1.5,0.3,17.6,22.3,-0.8,0.3,-0.5,-0.046,-4.2,-3.4,-7.5,-0.7,1,0,0,55,463,9,0.482,0.41,0.25,1.2,6,3.6,24,1.5,0.6,22,20,-0.2,0.2,0,-0.003,-3,-3.7,-6.7,-0.5
bendejo01,Jonathan Bender,8,0.049625,-3.4749999999999996,-1.0374999999999999,-4.525,-0.1875,5,0,1,19,0,1,0,24,130,7.6,0.397,0.171,0.343,3.6,14.1,9.1,3.9,0.4,2.5,8,30.6,-0.3,0.1,-0.2,-0.074,-7.7,-4.3,-12,-0.3,0,1,0,59,574,7.6,0.447,0.22,0.366,2.9,11.5,7.3,9.4,0.7,3.5,16.3,21,-0.7,0.5,-0.1,-0.012,-5.5,-0.8,-6.3,-0.6
boothca01,Calvin Booth,10,0.0804,-3.5799999999999996,1.5300000000000005,-2.05,0.07,35,0,1,23,0,0,1,11,143,11.9,0.403,0,0.304,11.9,13.8,12.9,7.6,1.1,7.1,10.3,18,0,0.2,0.1,0.043,-3.5,2.2,-1.3,0,0,0,1,55,933,16.1,0.512,0,0.31,9.5,21.1,15.2,7.4,1.6,8.5,15.6,16.3,0.6,1.4,2.1,0.106,-2.6,4.1,1.5,0.8
borrela01,Lazaro Borrell,1,0.079,-2.8,-0.7,-3.5,-0.1,Undrafted,1,1,27,0,1,0,17,167,15,0.457,0.048,0.175,9.1,17.3,13.1,9.7,1.8,1.3,8.1,19.5,0.1,0.2,0.3,0.079,-2.8,-0.7,-3.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
bowdlca01,Cal Bowdler,3,0.06666666666666667,-3.6,-0.8333333333333334,-4.466666666666666,-0.3333333333333333,17,0,1,22,0,1,0,46,423,10,0.463,0.009,0.33,5.7,16.3,11,5.2,1.7,1.4,13.8,16,-0.1,0.3,0.2,0.027,-4.2,-0.6,-4.8,-0.3,0,1,0,44,375,15.8,0.532,0.044,0.351,8.9,14.1,11.4,1.8,1.4,4,7.7,17,0.7,0.4,1,0.134,-2,-0.8,-2.8,-0.1
bowenry01,Ryan Bowen,10,0.1352,-0.97,1.73,0.7599999999999999,0.33,55,0,1,24,0,1,0,52,589,11.8,0.467,0.077,0.453,13.7,7.3,10.5,4.9,3.4,1.5,9.1,11.4,0.8,0.6,1.4,0.111,-0.3,1.4,1.1,0.5,0,1,0,57,696,13.3,0.585,0.076,0.306,9.6,8.1,8.8,6.8,2.8,1.2,12.8,12,1.2,0.4,1.7,0.114,0.2,0.7,0.9,0.5
bowmair01,Ira Bowman,3,0.10466666666666667,-2.4666666666666672,-1.6666666666666663,-4.166666666666667,-0.03333333333333333,Undrafted,1,1,26,1,0,0,11,20,13.3,0.868,0,1,0,11.2,5.5,7.6,2.6,0,25.8,8.5,0,0,0.1,0.128,-1.8,0.9,-1,0,1,0,0,3,19,9.2,0,0,0,5.8,5.9,5.9,50.5,0,0,33.3,7.1,0,0,0,-0.024,-6.9,-5.8,-12.7,-0.1
bramlaj01,A.J. Bramlett,1,-0.129,-10.5,-6.3,-16.8,-0.2,39,0,1,23,0,0,1,8,61,-0.4,0.19,0,0,21.7,18.5,20.1,0,0.8,0,12.5,17.1,-0.2,0.1,-0.2,-0.129,-10.5,-6.3,-16.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,
brandel01,Elton Brand,17,0.1295294117647059,0.017647058823529453,1.7941176470588236,1.8235294117647054,2.658823529411765,1,0,1,20,0,1,0,81,2999,20.6,0.528,0.002,0.41,13.3,18.4,15.8,11.8,1.2,3.3,12.9,27,4.2,3.3,7.5,0.121,1.3,0.6,1.8,2.9,0,1,0,74,2906,20.4,0.524,0.002,0.388,11.2,19.6,15.2,17,1.3,3,13.3,26.3,4.1,2,6.1,0.101,1.7,0.5,2.2,3
buckngr01,Greg Buckner,10,0.08209999999999999,-0.99,0.6000000000000001,-0.39,0.5700000000000001,53,0,1,23,1,0,0,48,923,12.1,0.527,0.112,0.27,6.6,13.7,10.1,8.6,2.1,1.5,12.1,14.2,1,0.8,1.8,0.094,-0.7,0.6,-0.1,0.4,1,0,0,37,820,12.1,0.503,0.036,0.422,8.4,12.9,10.7,8.8,2.1,0.8,10.6,14.1,1.1,0.9,2,0.118,-0.3,1.1,0.8,0.6
buforro01,Rodney Buford,5,0.026399999999999996,-3.7600000000000002,-1.5,-5.26,-0.54,53,0,1,22,1,0,0,34,386,11.2,0.457,0.192,0.146,3.1,10.9,7.2,9.2,1.4,1.5,5.3,20.5,0.1,0.5,0.6,0.072,-2.6,-1.4,-3.9,-0.2,0,1,0,47,573,11.3,0.489,0.158,0.12,3.2,11.2,7.3,5.4,1.6,0.8,10.3,22.3,0.1,0.7,0.8,0.071,-2.7,-1.6,-4.3,-0.3
cartean01,Anthony Carter,13,0.006615384615384615,-4.1461538461538465,-0.15384615384615388,-4.2846153846153845,-0.1692307692307692,Undrafted,1,1,24,1,0,0,79,1859,11,0.442,0.045,0.244,3.1,9,6.2,31.7,2.7,0.2,23.5,18.5,-1,2.4,1.4,0.036,-3.2,0.1,-3.1,-0.5,1,0,0,72,1630,11.3,0.439,0.083,0.215,3.4,9.8,6.6,29.5,2.5,0.5,18.5,19.2,-0.8,2.5,1.7,0.05,-2.8,0.7,-2.1,0
celesjo01,John Celestand,1,-0.038,-6.6,-0.8,-7.4,-0.3,30,0,1,22,1,0,0,16,185,2.7,0.388,0.2,0.133,0.6,5.7,3.2,15.2,1.9,0,25.1,15.1,-0.4,0.2,-0.1,-0.038,-6.6,-0.8,-7.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,
cummivo01,Vonteego Cummings,3,0.034333333333333334,-1.3666666666666665,-1.7333333333333334,-3.1,-0.3,26,0,1,23,1,0,0,75,1793,12.9,0.484,0.231,0.258,3.1,7.9,5.4,22.6,2.6,0.5,15.3,20.2,0.7,0.7,1.3,0.036,-0.6,-1.6,-2.2,-0.1,1,0,0,66,1495,10.4,0.425,0.277,0.224,3.1,7,4.9,24.4,2.3,0.7,13.8,18.6,-0.2,0.4,0.2,0.007,-1.6,-2.1,-3.7,-0.6
